PAYER NAME,PAYER ID
Premiercare Health Network,PHNPA
PremierOne Plus IDS,POP11
Presbyterian Health Plan,05003
Presbyterian Health Plan,05003
Presbyterian Health Plan,05003
Presbyterian Health Plan,PREHP
Presbyterian Health Plan,PREHP
Presbyterian Health Plan,PREHP
"Presbyterian Health Plan, Inc. (Magellan)",01260
"Presbyterian Health Plan, Inc. (Magellan)",01260
"Presbyterian Health Plan, Inc. (Magellan)",01260
Presbyterian Intercommunity Hospital,BHP01
Presbyterian Intercommunity Hospital,BHP01
Presbyterian Salud (NM),05003
Presbyterian Salud (NM),05003
Presbyterian Salud (NM),05003
Prescient National Insurance Service,J4095
Presence ERC,46311
Presence ERC,46311
Presence ERC,46311
Preserver Insurance Company,J3962
Prestige Health Choice,PRESTIGE
Preventative Choice Plan,86027
Prezzo,CB531
Prezzo,CB531
Primary Care & Pediatric IPA (PCP IPA),CAPMN
Primary Care & Pediatric IPA (PCP IPA),CAPMN
Primary Care & Pediatric IPA (PCP IPA),CAPMN
Primary Care Associates Medical Group (PCAMG),IP079
Primary Care Associates Medical Group (PCAMG),IP079
Primary Care Associates Medical Group (PCAMG),IP079
Primary Care Associates of California (PCAC),PCACZ
Primary Care Associates of California (PCAC),PCACZ
Primary Care Coalition,PCCMC
Primary Care Coalition,PCCMC
Primary Care of Joliet,PCJOL
Primary Care of Joliet,PCJOL
Primary Choice (Aetna Health Plan of NY/NJ),PRIMARY-CHOICE
Primary Health Network,82048
Primary Health Network,82048
Primary Health of Josephine County,77801
Primary Health of Josephine County,77801
Primary Physician Care,56144
Prime Community Care Central Valley  Encounters (MV Medical),MVCV2
Prime Community Care Central Valley (MV Medical),MVCV1
Prime Community Care Central Valley (MV Medical),MVCV1
Prime Community Care Central Valley (MV Medical),MVCV1
Prime Healthcare - CORVEL,J1673
Prime Property & Casulty,C1081
Prime West Health Systems,61604
Prime West Health Systems,61604
Prime West Health Systems,61604
Prime West Health Systems,61604
PrimeCare Medical Group - Chino Valley,PROSP
PrimeCare Medical Group - Chino Valley,PROSP
PrimeCare Medical Group - Chino Valley,PROSP
PrimeCare Medical Network,IP079
PrimeCare Medical Network,IP079
PrimeCare Medical Network,IP079
PrimeCare Medical Network - Citrus Valley,IP079
PrimeCare Medical Network - Citrus Valley,IP079
PrimeCare Medical Network - Citrus Valley,IP079
Primecare Medical Network - San Bernardino,IP079
Primecare Medical Network - San Bernardino,IP079
Primecare Medical Network - San Bernardino,IP079
"PrimeCare, Wisconsin State and Federal Employees and Medicaid",CX014
Primewell Health Services,77701
Primewell Health Services,77701
Primewell Health Services,77701
PrimeWest Health,PRIME
PrimeWest Health,PRIME
Prince Georges County Government (MD) - CORVEL,J1891
Princeton Premier IPA,PRI01
Principal Financial Group,61271
Principal Financial Group Medicare Supplement (Vision Claims Only),S1271
Principal Mutual Life Insurance Co.,61271
Principal Mutual Life Insurance Co.,61271
Priority Health,38217
Priority Health,38217
Priority Health,38217
Priority Health,PRIORITY-HEALTH
Prism - Univera,37315
Prism Health Networks,37268
Prism Health Networks,37268
prnLink-MLK,PRNLK
ProCare - PremierCare IPA,PCMSO
ProCare - PremierCare IPA,PCMSO
ProCare (Prospect),PROSP
ProCare (Prospect),PROSP
ProCare (TX),PTX01
ProCare (TX),PTX01
Procare Health Plan - Medicaid,70259
Procare Health Plan - Medicaid,70259
Prodegi,87605
Prodegi,87605
"Professional Benefit Administrators, Inc.",36331
"Professional Benefit Administrators, Inc.",36331
"Professional Benefit Administrators, Inc.",PROF-BEN-ADMIN
Professional Health Care Network,26748
Professional Health Care Network,26748
Progressive Casualty Insurance Company,J3692
Progressive Classic Insurance Company,J1788
Progressive Commercial Casualty Company,J1779
Progressive Direct Insurance Company,J1780
Progressive Insurance,J1748
Progressive Max Insurance Company,J1783
"Progressive Medical Associates, Inc",PMAI2
"Progressive Medical Associates, Inc",PMAI2
"Progressive Medical Associates, Inc",PMAI2
Progressive Northern Insurance Company,J1786
Progressive Northwestern Insurance Company,J1787
Progressive Preferred Insurance Company,J1785
Progressive Premier Insurance Company,J1781
Progressive Specialty Insurance Company,J1784
Progyny,PROGY
Progyny,PROGY
Prominence Administrative Services,88022
Prominence Administrative Services,88022
Prominence Health Plan,88029
Prominence Health Plan,88029
Prominence Health Plan,88029
Prominence Health Plan,PROMHP
Prominence Health Plan of Nevada,93082
Prominence Health Plan of Nevada,93082
Prominence Health Plan of Nevada,PROMHPNV
Prominence Health Plan of Texas,80095
Prominence Health Plan of Texas,80095
Prominence Health Plan of Texas,80095
Prominence Health Plan of Texas,PROMHPTX
Prominence Healthfirst Florida,83352
Prominence Healthfirst Florida,83352
Prominence Healthfirst Florida,PHFFL
Prominence Preferred Health Insurance Company,PPHIC
Prospect Health Services of Texas,PROSP
Prospect Health Services of Texas,PROSP
Prospect Medical Group,PROSP
Prospect Medical Group,PROSP
Prospect Provider Group of Rhode Island,PROSP
Prospect Provider Group of Rhode Island,PROSP
Prospect Sherman Oaks Medical Group,PROSP
Prospect Sherman Oaks Medical Group,PROSP
Prosperity Life,89486
Prosperity Life,89486
Protective Insurance,J1568
Protective Life Insurance,37309
Protective Life Insurance,37309
Protector 360,68756
Protector 360,68756
Providence Facility Claims,PROV1
Providence Facility Claims,PROV1
Providence Facility Claims,PROV1
Providence Health Assurance,77350
Providence Health Assurance,77350
Providence Health Assurance,PROV-HA
Providence Health Assurance Medicare Supplement,PROV-HAMS
Providence Health Assurance Medicare Supplement ,77525
Providence Health Assurance Medicare Supplement ,77525
Providence Health Assurance Medicare Supplement ,77525
Providence Health Plan,PHP01
Providence Health Plan,PHP01
Providence Health Plan,PHP01
Providence Health Plan,PROHP
Providence PACE CA OR & WA Elderplace,77250
Providence PACE CA OR & WA Elderplace,77250
Providence PACE CA OR & WA Elderplace,77250
Providence Risk & Insurance,PAS01
Providence Risk & Insurance,PAS01
Providence Risk & Insurance,PAS01
Provident Healthsource (CIGNA),62308
Provident Healthsource (CIGNA),62308
Provident Healthsource (CIGNA),62308
Provident Life & Accident,62308
Provident Life & Accident,62308
Provident Life & Accident,62308
Provident Life & Casualty,62308
Provident Life & Casualty,62308
Provident Life & Casualty,62308
Provident Preferred Network,62308
Provident Preferred Network,62308
Provident Preferred Network,62308
Provider Direct Network (HealthSmart Preferred Care),75250
Provider Direct Network (HealthSmart Preferred Care),75250
​Provider Partners Health Plan of Illinois,31401
​Provider Partners Health Plan of Illinois,31401
​Provider Partners Health Plan of Illinois,31401
Provider Partners Health Plan of Maryland,31118
Provider Partners Health Plan of Maryland,31118
Provider Partners Health Plan of Maryland,31118
Provider Partners Health Plan of Missouri,31404
Provider Partners Health Plan of Missouri,31404
Provider Partners Health Plan of Missouri,31404
Provider Partners Health Plan of North Carolina,31406
Provider Partners Health Plan of North Carolina,31406
Provider Partners Health Plan of North Carolina,31406
Provider Partners Health Plan of Ohio,31402
Provider Partners Health Plan of Ohio,31402
Provider Partners Health Plan of Ohio,31402
Provider Partners Health Plan of Pennsylvania,31400
Provider Partners Health Plan of Pennsylvania,31400
Provider Partners Health Plan of Pennsylvania,31400
Provider Partners Health Plan of Texas,31405
Provider Partners Health Plan of Texas,31405
Provider Partners Health Plan of Texas,31405
Provider Partners Missouri Community Plan (HMO I-SNP),31404
Provider Partners Missouri Community Plan (HMO I-SNP),31404
Provider Partners Missouri Community Plan (HMO I-SNP),31404
Provider Partners North Carolina Community Plan,31406
Provider Partners North Carolina Community Plan,31406
Provider Partners North Carolina Community Plan,31406
ProviDRs Care Network,48100
ProviDRs Care Network,48100
Prudent Medical Group,MPM25
Prudent Medical Group,MPM25
Pruitt Health Premier,PH001
Pruitt Health Premier,PH001
Pruitt Health Premier,PH001
Pruitt Health Premier NC & SC,PHPC1
Pruitt Health Premier NC & SC,PHPC1
PSKW,PSKW0
PSKW,PSKW0
PSKW,PSKW0
PsycHealth Care Management LLC,A2797
PsycHealth Care Management LLC,A2797
PsycHealth Care Management LLC,A2797
Psychiatric Centers at San Diego (PCSD),PCSD1
Public Alliance Insurance Coverage Fund (PAIC Jif),J3936
Public Employee Benefit Authority,PEBA
Public Employee Benefit Authority,PEBA
Public Employees Health Plan (PEHP),PEHP
Public Employees Health Plan (PEHP),SX106
Public Employees Health Plan (PEHP),SX106
Public Employees Health Plan (PEHP),SX106
Public Employees Health Program,13150
Public Health Medical Services (PHMS),AMM03
Public Health Medical Services (PHMS),AMM03
Public WC Program,J3949
"Publix Super Markets, Inc.",J1897
"Puget Sound Benefits Trust, Group# F25",91136
"Puget Sound Benefits Trust, Group# F25",91136
"Puget Sound Electrical Workers Trust, Group# F33",91136
"Puget Sound Electrical Workers Trust, Group# F33",91136
Puget Sound Workers Compensation Trust,J3791
Pure Insurance,C1088
Puritan Life Insurance,PURITAN
QBE - General Casualty - Sun Prairie,J1489
QCA Health Plan,35174
QCA Health Plan,35174
QCA Health Plan,35174
Quad Cities Community Health Plan (QCCH),40437
Quad Cities Community Health Plan (QCCH),40437
QualCare (Managed Care Systems),MCS03
QualCare (Managed Care Systems),MCS03
QualCare (Managed Care Systems),MCS03
QualCare IPA,QCP01
QualCare IPA,QCP01
QualChoice Advantage,42172
QualChoice Advantage,42172
QualChoice Advantage,42172
QualChoice Health Insurance,35174
QualChoice Health Insurance,35174
QualChoice Health Insurance,35174
QualChoice of Arkansas,35174
QualChoice of Arkansas,35174
QualChoice of Arkansas,35174
QualChoice of Arkansas,QUALCHOICE-AR
Qualexa Healthcare,86772
Qualexa Healthcare,86772
Quality Care Partners,89461
Quality Care Partners,89461
Quartz,39180
Quartz,39180
Quartz,39180
Quartz,QUARTZ
Quest Behavioral Health,44219
Quest Behavioral Health,44219
Quest EAP,10956
Quest EAP,10956
Questcare Medical Services,84562
Questcare Medical Services,84562
Quick Trip Corporation,73067
Quick Trip Corporation,73067
Quick Trip Corporation,73067
QuikTrip Corporation,QUIKTRIP
Rady Children’s Health Network (RCHN),RCHN1
Rady Children’s Health Network (RCHN),RCHN1
Rady Children’s Health Network (RCHN),RCHN1
Rady Childrens Hospital San Diego,RCHSD
Rady Childrens Hospital San Diego,RCHSD
Rady Childrens Hospital San Diego,RCHSD
Rady’s Children’s Specialists of San Diego,CSSD2
Rady’s Children’s Specialists of San Diego,CSSD2
Raleys Family of Fine Stores - CORVEL,J1522
Ralph Lauren - CORVEL,J1938
RAM Mutual Insurance Company,J1894
Rampart Insurance Company,38512
Ramsey County (MN),J1663
Rancho Santiago Community College District (CA) - CORVEL,J1635
RAPHA IPA INC,RAIPA
RAPHA IPA INC,RAIPA
Ravenswood Physician Associates,RPAWC
Ravenswood Physician Associates,RPAWC
Ravenswood Physician Associates,RPAWC
Recology - CORVEL,J1675
Recreational Equipment Inc. - CORVEL,J3763
Red Oak Independent School District,A0205
Redirect Health Administration,86145
Redirect Health Administration,86145
Redlands Community Hospital,RCH23
Redlands Community Hospital,RCH23
Redlands-Yucaipa Medical Group,18247
Redlands-Yucaipa Medical Group,18247
Redlands-Yucaipa Medical Group,18247
Redwood Community Health Coalition,MPM17
Redwood Fire and Casualty Insurance Company (Member of BHHC),20044
Reedy Creek Improvement District,J3914
Regal Medical Group,REGAL
Regal Medical Group,REGAL
Regence Blue Cross Blue Shield - Oregon,00851
Regence Blue Cross Blue Shield - Oregon,00851
Regence Blue Cross Blue Shield - Oregon,00851
Regence Blue Cross Blue Shield - Oregon,00851
Regence Blue Shield - Idaho,00611
Regence Blue Shield - Idaho,00611
Regence Blue Shield - Idaho,00611
Regence Blue Shield - Idaho,00611
Regence Blue Shield of Washington State,00932
Regence Blue Shield of Washington State,00932
Regence Blue Shield of Washington State,00932
Regence Blue Shield of Washington State,00932
Regence Group Administrators (RGA),RGA
Regence Group Administrators (RGA),RGA01
Regence Group Administrators (RGA),RGA01
Regence Group Administrators (RGA),RGA01
Regency Employee Benefits,38221
Regency Employee Benefits,38221
"Regent Medical Group, Inc. (Regent Family Practice of Glendale)",HSM01
"Regent Medical Group, Inc. (Regent Family Practice of Glendale)",HSM01
Region 8 Esc,J3950
"Regional Care, Inc.",47076
"Regional Care, Inc.",47076
Rehn and Associates,REHNA
Rehn and Associates,REHNA
Reliance Community Care Partners,79846
Reliance Community Care Partners,79846
"Reliance HMO, INC.",RHP01
"Reliance HMO, INC.",RHP01
Reliance Standard Life,68381
Reliance Standard Life,RELIANCESL
Reliastar,UNI-REL
Religious Order of Jehovah's Witnesses,ROJW1
Renaissance Gulf Quest,RENGQ
Renaissance Life & Health Insurance Company of America,REN-LHICA
Republic Franklin Insurance,12475
Republic Indemnity Company of America,J1008
Republic Western Ins. Co,J1597
Reserve National Insurance,73066
Reserve National Insurance,73066
Reserve National Insurance,73066
Reserve National Insurance,RESERVENATL
ResourceOne Administrators,37278
ResourceOne Administrators,37278
ResourceOne Administrators,37278
ResourceOne Administrators Tribal,99789
ResourceOne Administrators Tribal,99789
Resurrection Health Care Preferred,36396
Resurrection Health Care Preferred,36396
Resurrection Physicians Group,RPPG1
Resurrection Physicians Group,RPPG1
Resurrection Physicians Group,RPPG1
Retail Business Services (RBS),J3733
Retailer’s Casualty ,J1437
Retailer’s First ,J1437
Retro Insulation INC,J3870
Return to Work,J1202
Revclaims,RVC01
Revclaims,RVC01
Richardson ISD (Tristar Risk Management),J3974
Right Care from Scott & White,74205
Right Care from Scott & White,74205
Right Care from Scott & White,74205
Right Choice Benefit Administrators,37331
Rios Arizona IPA,RIOSA
Rios Arizona IPA,RIOSA
Rios Arizona IPA,RIOSA
Rios Health Plan,RHPCA
Rios Health Plan,RHPCA
Rios Southwest Medical Group,RIOS1
Rios Southwest Medical Group,RIOS1
Rios Southwest Medical Group,RIOS1
Risk Administration Services,J1828
Risk Enterprise Management (REM),J1491
RISRx,RISRX
RISRx,RISRX
RISRx,RISRX
River City Medical Group Senior,AMM23
River City Medical Group Senior,AMM23
Riverport Insurance (MN School Board Association),J1546
Riverside Medical Clinic,RMC01
RiverSpring Health Plans,05178
RiverSpring Health Plans,05178
"RMSCO, Inc.",16117
"RMSCO, Inc.",16117
Robert F Kennedy Medical Plan,44412
Robert F Kennedy Medical Plan,44412
Rocky Mountain Health Plan,ROCKYMTN
Rocky Mountain HMO,RMHMO
Rocky Mountain Pace,93142
Rocky Mountain Pace,93142
Root Insurance,J4304
Roseburg Forest Products - CORVEL,J3751
Royal Healthcare on behalf of Extended MLTC,46166
Royal Healthcare on behalf of Extended MLTC,46166
Royal Neighbors of America,ROYALNOA
Royal Neighbors of America Medicare Supplement,95720
Royale Resources ,RR001
RTG Medical Group,97736
RTG Medical Group,97736
Rubicon Health Group,IHS18
Rubicon Health Group,IHS18
Rush Prudential Health Plans - HMO Only,36389
Rush Prudential Health Plans - HMO Only,36389
Rutgers Casualty Insurance for NJ Auto,C1101
Ryan White Network (RWN),AMM03
Ryan White Network (RWN),AMM03
Ryder Services,J1009
S & S Healthcare Strategies,31441
S & S Healthcare Strategies,31441
S & S Healthcare Strategies,SNSHLTH
S. USA Life Medicare Supplement,95721
"SA Recycling, LLC - CORVEL",J1728
SafeCo Insurance,24740
Safeco Insurance (Auto Only),C1053
SafeGuard,CX030
"SafeGuard Health Enterprises, Inc",CX030
Sagamore Health Network,35164
Sage Program,MNDH1
Sage Program,MNDH1
Sage Technologies,37105
Sage Technologies,37105
Sage Technologies,37105
Saint Agnes Medical Group,CAPMN
Saint Agnes Medical Group,CAPMN
Saint Agnes Medical Group,CAPMN
Saint Johns Health Clinic,SJHC1
Saint Johns Health Clinic,SJHC1
Saint Johns Health Clinic,SJHC1
Salt Lake City Corporation - CORVEL,J1730
Samaritan Advantage (SA01),SAMHP
Samaritan Advantage (SA01),SAMHP
Samaritan Advantage (SA01),SAMHP
Samaritan Choice (SCP),SAMHP
Samaritan Choice (SCP),SAMHP
Samaritan Choice (SCP),SAMHP
Samaritan Health Plans,SAMHP
Samaritan Health Plans,SAMHP
Samaritan Health Plans,SAMHP
Samaritan Health Plans,SAMHP
Samaritan Healthy Kids (KID),SAMHP
Samaritan Healthy Kids (KID),SAMHP
Samaritan Healthy Kids (KID),SAMHP
Samaritan Ministries International,SM325
Samaritan Ministries International,SM325
SAMBA,37259
SAMBA,62308
SAMBA,62308
SAMBA,62308
Samera Health,U8053
San Bernardino Medical Group (SBMED),SBMED
San Diego Community College District (CA) - CORVEL,J1638
San Diego County Medical Services (CMS),MSO11
San Diego County Medical Services (CMS),MSO11
San Diego County Physician Emergency Services (PES),MSO22
San Diego County Ryan White Care Act,MSO33
San Diego County Ryan White Care Act,MSO33
San Diego Neighborhood House Association,CPP04
San Diego PACE,96400
San Diego PACE,96400
San Diego PACE,96400
San Diego Physicians Medical Group,SCP01
San Diego Physicians Medical Group,SCP01
San Francisco Electrical Workers - IBEW Local 6,BS001
San Francisco Electrical Workers - IBEW Local 6,BS001
San Francisco Electrical Workers - IBEW Local 6,BS001
San Francisco Health Plan,SFHP
San Francisco Health Plan,SFHP1
San Francisco Health Plan,SFHP1
San Francisco Health Plan,SFHP1
San Francisco Healthy Kids,CPP05
San Francisco Municipal Transportation Agency (SFMTA),J1886
San Joaquin Health Administrators,SJHA
San Mateo Healthy Kids,CPP06
Sana Benefits,50114
Sana Benefits,50114
Sana Benefits,50114
Sana Benefits,SANA1
Sana Benefits,SANA1
SandHills Center,SHC30
SandHills Center,SHC30
Sanford Health Plan,91184
Sanford Health Plan,91184
Sanford Health Plan,91184
Sanford Health Plan,SANFORDHP
Sansum Clinic,SAN01
Santa Barbara Select IPA,SBIPA
Santa Barbara Select IPA,SBIPA
Santa Barbara Select IPA,SBIPA
Santa Clara County IPA ACO,SCACO
Santa Clara County IPA HMO,10378
Santa Clara County IPA HMO,10378
Santa Clara County IPA HMO,10378
Santa Clara County IPA PPO,SCACO
Santa Clara County IPA PPO,SCACO
Santa Clara Family Health Plan,12618
Santa Clara Family Health Plan (SCFHP),24077
Santa Clara Family Health Plan (SCFHP),24077
Santa Clara Family Health Plan (SCFHP),24077
SANTA MONICA UNITE HERE HEALTH BENEFIT PLAN,DBA02
SANTA MONICA UNITE HERE HEALTH BENEFIT PLAN,DBA02
Sante Community Medical Centers,SNTCC
Sante Community Medical Centers,SNTCC
Sante Community Physicians,SNT01
Sante Community Physicians,SNT01
Sante Medi-Cal,SNTMC
Sante Medi-Cal,SNTMC
Saudi Health Mission,SHM01
Saudi Health Mission,SHM01
Savage Services - CORVEL,J3752
Save Mart - CORVEL,J2346
SBLI Life Medicare Supplement,95721
SBM (Staff Benefits Management & Admin),SBMCO
SBM (Staff Benefits Management & Admin),SBMCO
Scan Health Plan,SCAN1
Scan Health Plan,SCAN1
Scan Health Plan,SCAN1
Scan Health Plan - California,SCANHPCA
SCCIPA Anthem ACO,SCACO
SCCIPA Anthem PPO,SCACO
SCCIPA Anthem PPO,SCACO
SCCIPA HMO,10378
SCCIPA VHP Covered California,VHPCA
SCCIPA VHP Covered California,VHPCA
Schaller Anderson Maryland Physicians Care,MD-PHYSICIANS-CARE-SA
Schaller Anderson Mercy Care Plan,SAMCP
SCHS ALTA Global Care Medical Group,MPM54
SCHS ALTA Global Care Medical Group,MPM54
SCHS Alta Pod by MedPOINT - Health Net,MPM20
SCHS Alta Pod by MedPOINT - Health Net,MPM20
SCIF (State Compensation Insurance Fund),35076
Scion Dental,SCION
Scott & White Health Care Plan,88030
Scott & White Health Care Plan,88030
Scott & White Health Care Plan,88030
​​Scottsdale Insurance Co E&S,C1079
Screen Actors Guild (SAG AFTRA),BC001
Screen Actors Guild (SAG AFTRA),BC001
Scripps Clinic,SHPS1
Scripps Clinic,SHPS1
Scripps Clinic,SHPS1
Scripps Coastal Medical Center,SHPS1
Scripps Coastal Medical Center,SHPS1
Scripps Coastal Medical Center,SHPS1
Scripps Health Plan MSO,SHPM1
Scripps Health Plan MSO,SHPM1
Scripps Health Plan MSO,SHPM1
Scripps Health Plan Services,SHPS1
Scripps Health Plan Services,SHPS1
Scripps Health Plan Services,SHPS1
Scripps Medical Plan (Aetna),60054
Scripps Medical Plan (Aetna),60054
Scripps Medical Plan (Aetna),60054
Scripps Medical Plan (Aetna),60054
Scripps Physicians Medical Group,SCP01
Scripps Physicians Medical Group,SCP01
Seabright (SBIC),J1499
Seattle Area Plumbing,91131
Seattle Area Plumbing,91131
Seaview IPA,SVIPA
Seaview IPA,SVIPA
Seaview IPA,SVIPA
SECURA Insurance A Mutual Company,J1379
Secure Health,42561
Secure Health,42561
"Secure Health Plans of Georgia, LLC",56162
SecureCare Dental,86057
SecureOne,86242
SecureOne,86242
"Security Administrative Services, LLC (Cornerstone)",35202
"Security Administrative Services, LLC (Cornerstone)",35202
"Security Administrative Services, LLC (Cornerstone)",35202
Security Health Plan,39045
Security Health Plan,39045
Security Health Plan,39045
Security Health Plan,SECHP
Sedgwick Claims Management Services (CMS),TP097
Sedgwick Managed Care Ohio,J4426
Select Administrative Services (SAS),64088
Select Administrative Services (SAS),64088
Select Administrative Services (SAS),64088
Select Benefit Admin,37282
Select Benefits Administrators,93031
Select Benefits Administrators,93031
Select Benefits Administrators of America,37282
Select Benefits Administrators of America,37282
Select Choice (Aetna Health Plan of NY/NJ),SELECT-CHOICE
Select Energy Services - CORVEL,J1937
Select Health of South Carolina,23285
Select Health of South Carolina,23285
Select Health of South Carolina,23285
Select Health of South Carolina,SHSC
Select Health of Utah,13161
Select Health of Utah,SX107
Select Health of Utah,SX107
Select Health of Utah,SX107
"Select Healthcare System, Inc.",SHIPA
"Select Healthcare System, Inc.",SHIPA
Select Senior Clinic,SLCT-SENIOR
SelectCare of Texas (HPN - Heritage Physicians),76045
SelectCare Texas Beaumont,SLCTCRE-BEAU
Selective,12572
Selective Insurance,C1077
Self Insured Fund – MA,J1417
Self Insured Fund For FL Florists And Nurseries,J1417
Self Insured Plans,36404
Self Insured Plans,36404
Self Insured Services Company (SISCO),44827
Self Insured Services Company (SISCO),44827
Self Insured Services Company (SISCO),44827
Self Insured Services Company (SISCO),SISCO
"Self-Funded Plans, Inc.",34131
"Self-Funded Plans, Inc.",34131
Self-Insured Schools of California (SISC),J1520
Selman and Company,52214
Selman and Company,52214
Selman and Company,SELMAN
Sendero IdealCare,11440
Sendero IdealCare,11440
Sendero IdealCare SHP,MV440
Sendero IdealCare SHP,MV440
Senior Choice (Aetna Health Plan of NY/NJ),SENIOR-CHOICE
Senior First IPA (dba ChoiceOne IPA ),GCMSO
Senior First IPA (dba ChoiceOne IPA ),GCMSO
Senior Network Health,15682
Senior Network Health,15682
Senior Network Health,15682
Senior Whole Health Massachusetts,SWHMA
Senior Whole Health Massachusetts,SWHMA
Senior Whole Health Massachusetts,SWHMA
Senior Whole Health Massachusetts,SWHMA
Senior Whole Health New York,SWHNY
Senior Whole Health New York (MLTC Only),SWHNY
Senior Whole Health New York (MLTC Only),SWHNY
Senior Whole Health New York (MLTC Only),SWHNY
Sentara Family Plan / Sentara Health Management,54154
Sentara Family Plan / Sentara Health Management,54154
Sentara Family Plan / Sentara Health Management,54154
Sentara Mental Health Professional,5415M
Sentara Mental Health Professional,5415M 
Sentinel Management Services,23249
Sentinel Management Services,23249
Sentinel Security Life Insurance Company,87020
Sentinel Security Life Insurance Company,SSLIC
Sentry Auto,C1033
Sentry Casualty Company,J1417
Sentry Insurance,J1417
Sentry Insurance a Mutual Co.,C1033
Sentry Insurance A Mutual Company,J1417
Sentry Insurance Company Employees,68810
Sentry Select Insurance Company,C1033
Sentry Select Insurance Company,J1417
Seoul Medical Group,AMM07
Seoul Medical Group,AMM07
Sequoia Health IPA,CAPMN
Sequoia Health IPA,CAPMN
Sequoia Health IPA,CAPMN
Serendib Healthways,4YC01
Serendib Healthways,4YC01
Service Lloyds Insurance Co,J1593
Seton Charity Plan,SCHAR
Seton Charity Plan,SCHAR
Seton Health Plan - CHIP,SHPCH
Seton Health Plan - CHIP,SHPCH
Seton Health Plan (Employee Plans ONLY),62308
Seton Health Plan (Employee Plans ONLY),62308
Seton Health Plan (Employee Plans ONLY),62308
Seton Health Plan Care Program,SHCAR
Seton Star,STAR1
Seton Star,STAR1
Seven Corners,25404
Seven Corners,25404
SGIC,11789
SGIC,11789
Shared Health Mississippi,SHARED-HEALTH-MS
Shared Health Mississippi,SHMS1
Shared Health Mississippi,SHMS1
Sharp Community Medical Group,SCMG1
Sharp Community Medical Group,SCMG1
Sharp Community Medical Group,SCMG1
Sharp Health Plan,SHARP
Sharp Health Plan,SHP01
Sharp Health Plan,SHP01
Sharp Health Plan,SHP01
Sharp Rees-Stealy Medical Group,SRS83
Sharp Rees-Stealy Medical Group,SRS83
Sharp Rees-Stealy Medical Group,SRS83
Shasta Administrative Services,75280
SHC Advantage,46407
SHC Advantage,46407
Sheakley Unicomp,10002
Sheakley Unicomp,10002
Sheboygan Falls Insurance Company,J3897
Sheet Metal Workers Local 91,SMW01
Shelter Point Life,81434
Sheltered Workshop Insurance Of Missouri - CORVEL,J2282
Shenandoah,AM-INS-SHEN
Shenandoah Life Medicare Supplement,95721
Show Me Health Administrators LLC,98578
Show Me Health Administrators LLC,98578
Sidecar Health,SDCAR
Sidecar Health,SDCAR
Sidecar Health,SDCAR
"SIEBA, LTD",03699
"SIEBA, LTD",03699
"SIEBA, LTD",03699
Sierra Health and Life - Encounters,76343
Sierra Health and Life (Claims),76342
Sierra Health and Life (Claims),76342
Sierra Health and Life (Claims),76342
Sierra Health and Life (Claims),76342
Sierra Health Services,SIERRA
Sierra Medical Group (Regal),SMG01
Sierra Medical Group (Regal),SMG01
Sierra Sacramento Valley Regional,CPP02
Signal Insurance,J3792
Signature Advantage,SA001
Signature Advantage,SA001
Signature Advantage,SA001
SIHRTE,77871
SIHRTE,77871
Silver Cross Managed Care Organization,NASCR
Silver Cross Managed Care Organization,NASCR
Silver Star PACE,97691
Silver Star PACE,97691
SilverSummit Healthplan (Centene),68069
SilverSummit Healthplan (Centene),68069
SilverSummit Healthplan (Centene),68069
SilverSummit Healthplan (Centene),SILVER
SilverSummit Healthplan (Centene),SILVER
Simply Health Care Plan,SIMPLY
Simply Health Care Plan,SMPLY
Simply Health Care Plan,SMPLY
Simply Health Care Plan,SMPLY
Simply Healthcare - Long Term Care,SIMPLY-LTC
SIMPRA Advantage,SIM01
SIMPRA Advantage,SIM01
SIMPRA Advantage,SIM02
SIMPRA Advantage,SIM02
SIMPRA Advantage,SIM02
"SISCO (RCM&D Self Insured Services Company, Cost Containment Services)",J1898
SISCO Benefits,44827
SISCO Benefits,44827
SISCO Benefits,44827
SISCO Benefits,SISCO
Smith Administrators,02057
Smith Administrators,02057
Smoky Mountain Center (now Vaya Health),13010
Smoky Mountain Center (now Vaya Health),13010
Smoky Mountain Center (now Vaya Health),13010
Snedeker Risk Management,A7637
Snedeker Risk Management,A7637
Snedeker Risk Management,A7637
Society Insurance,J2139
Solarte Health,SLRT1
Solidarity Healthshare,SH777
Solidarity Healthshare,SH777
Solis Health Plans,SOLIS
Solis Health Plans,SOLIS
Solstice Benefits,76578
SOMOS Anthem New York,81508
SOMOS Anthem New York,81508
SOMOS Anthem New York,81508
SOMOS Emblem,81336
SOMOS Emblem,81336
SOMOS Emblem,81336
Sonder Health Plans,A0339
Sonder Health Plans,A0339
Sound Health (now known as First Choice Health Network),91131
Sound Health (now known as First Choice Health Network),91131
Sound Health (Sisters of Providence),91131
Sound Health (Sisters of Providence),91131
Sound Health & Wellness Trust (Aetna),60054
Sound Health & Wellness Trust (Aetna),60054
Sound Health & Wellness Trust (Aetna),60054
Sound Health & Wellness Trust (Aetna),60054
Sound Health Wellness Trust,91131
Sound Health Wellness Trust,91131
Soundpath Health (formerly known as Puget Sound Health Partners),42172
Soundpath Health (formerly known as Puget Sound Health Partners),42172
Soundpath Health (formerly known as Puget Sound Health Partners),42172
South Atlantic Medical Group,SAMG1
South Atlantic Medical Group,SAMG1
